date,price,kospi지수,누적투자금,기업가치,트래픽,버즈량(SNS),소비자 거래지수,소비자 거래건수,고용현황,입사자,퇴사자,선행종합지수(2015=100),선행종합지수 전월비(%),재고순환지표(전월차)(%p),경제심리지수(전월차)(p),기계류내수출하지수(선박제외)(전월비)(%),건설수주액(전월비)(%),수출입물가비율(전월비)(%),코스피(전월비)(%),장단기금리차(전월차)(%p),선행지수 순환변동치,〔순환변동치 전월차〕(p),선행지수 전년동월비(%),〔전년동월비 전월차〕(%p),동행종합지수(2015=100),동행종합지수 전월비(%),광공업생산지수(전월비)(%),서비스업생산지수(도소매업제외)(전월비)(%),건설기성액(전월비)(%),소매판매액지수(전월비)(%),내수출하지수(전월비)(%),수입액(전월비)(%),비농림어업취업자수(전월비)(%),동행지수 순환변동치,〔순환변동치 전월차〕(p).1,후행종합지수(2015=100),후행종합지수 전월비(%),생산자제품재고지수(전월비)(%),소비자물가지수변화율(서비스)(전월차)(%p),소비재수입액(전월비)(%),취업자수(전월비)(%),CP유통수익률(전월차)(%p),경제심리지수(원계열),경제심리지수(순환변동치),소비자물가지수(2020=100),생활물가지수,식품물가지수,상품,농축수산물,농산물,곡물,채소,과실,기타농산물,축산물,수산물,가공식품,신선식품,신선어개,신선채소,신선과실,신선식품제외,현재생활형편(전체),현재생활형편(여성),현재생활형편(40세미만),현재생활형편(40~50),현재생활형편(50~60),현재경기판단(전체),현재경기판단(여성),현재경기판단(40세미만),현재경기판단(40~50),현재경기판단(50~60),생활형편전망(전체),생활형편전망(여성),생활형편전망(40세미만),생활형편전망(40~50),생활형편전망(50~60),향후경기전망(전체),향후경기전망(여성),향후경기전망(40세미만),향후경기전망(40~50),향후경기전망(50~60),소비지출전망(전체),소비지출전망(여성),소비지출전망(40세미만),소비지출전망(40~50),소비지출전망(50~60),외식비지출전망(전체),외식비지출전망(여성),외식비지출전망(40세미만),외식비지출전망(40~50),외식비지출전망(50~60),소비자심리지수,전일대비kospi차이,kospi일일등락률(%),배당수익률(%),주가이익비율,주가자산비율,시가지수,고가지수,저가지수,거래량(천주),거래대금(백만원),상장시가총액(백만원),식료품업 코스피,유통업 코스피,운수창고업 코스피,보통휘발유,자동차용경유,Community_N,Community_P,News_N,News_P
2021-11-10,45000,2930.17,1.121065375,1.346666667,508000,252,77.4,421000,731,62,53,127.4,-0.1,-4.4,0.3,-1.9,-4.3,-1.3,-2.3,0.1,100.5,-0.4,4.3,-0.7,118.5,0.3,-0.2,0.9,0.5,0.1,-0.2,0.4,0.2,100.3,0.1,123.2,0.5,1.6,0.1,2.3,0.2,0.1,106.2,106.5,103.87,105.08,106.53,105.33,109.47,106.86,107.52,107.04,106,108.16,116.99,101.93,103.98,105.5,102.23,107,106.15,103.79,92,92,97,94,92,81,76,84,86,82,97,97,100,99,99,96,93,98,98,98,115,115,124,121,111,99,95,106,103,97,108,-32.29,-1.09,1.85,14.24,1.17,2947.46,2958.61,2924.36,570932,9663221,2157022730,3858.21,380.2,2062.06,1809.12,1604.52,0,0,0,1
2021-11-11,45000,2924.92,1.121065375,1.346666667,508000,252,77.4,421000,731,62,53,127.4,-0.1,-4.4,0.3,-1.9,-4.3,-1.3,-2.3,0.1,100.5,-0.4,4.3,-0.7,118.5,0.3,-0.2,0.9,0.5,0.1,-0.2,0.4,0.2,100.3,0.1,123.2,0.5,1.6,0.1,2.3,0.2,0.1,106.2,106.5,103.87,105.08,106.53,105.33,109.47,106.86,107.52,107.04,106,108.16,116.99,101.93,103.98,105.5,102.23,107,106.15,103.79,92,92,97,94,92,81,76,84,86,82,97,97,100,99,99,96,93,98,98,98,115,115,124,121,111,99,95,106,103,97,108,-5.25,-0.18,1.85,14.21,1.17,2911.41,2925.19,2903.72,572859,13468396,2153082343,3839.2,375.12,2058.91,1810.16,1605.64,0,0,0,1
2021-11-12,44000,2968.8,1.121065375,1.346666667,508000,252,77.4,421000,731,62,53,127.4,-0.1,-4.4,0.3,-1.9,-4.3,-1.3,-2.3,0.1,100.5,-0.4,4.3,-0.7,118.5,0.3,-0.2,0.9,0.5,0.1,-0.2,0.4,0.2,100.3,0.1,123.2,0.5,1.6,0.1,2.3,0.2,0.1,106.2,106.5,103.87,105.08,106.53,105.33,109.47,106.86,107.52,107.04,106,108.16,116.99,101.93,103.98,105.5,102.23,107,106.15,103.79,92,92,97,94,92,81,76,84,86,82,97,97,100,99,99,96,93,98,98,98,115,115,124,121,111,99,95,106,103,97,108,43.88,1.5,1.83,14.43,1.19,2945.95,2973.84,2938.27,665733,12472956,2185439468,3867.49,381.49,2070.67,1767.74,1575.03,,,,
2021-11-15,44000,2999.52,1.121065375,1.346666667,508000,252,77.4,421000,731,62,53,127.4,-0.1,-4.4,0.3,-1.9,-4.3,-1.3,-2.3,0.1,100.5,-0.4,4.3,-0.7,118.5,0.3,-0.2,0.9,0.5,0.1,-0.2,0.4,0.2,100.3,0.1,123.2,0.5,1.6,0.1,2.3,0.2,0.1,106.2,106.5,103.87,105.08,106.53,105.33,109.47,106.86,107.52,107.04,106,108.16,116.99,101.93,103.98,105.5,102.23,107,106.15,103.79,92,92,97,94,92,81,76,84,86,82,97,97,100,99,99,96,93,98,98,98,115,115,124,121,111,99,95,106,103,97,108,30.72,1.03,1.81,14.58,1.2,2989.68,3003.71,2979.96,639396,11402053,2207950545,3907.1,385.31,2085.74,1724.87,1542.16,0,0,0,1
2021-11-16,44200,2997.21,1.121065375,1.346666667,508000,252,77.4,421000,731,62,53,127.4,-0.1,-4.4,0.3,-1.9,-4.3,-1.3,-2.3,0.1,100.5,-0.4,4.3,-0.7,118.5,0.3,-0.2,0.9,0.5,0.1,-0.2,0.4,0.2,100.3,0.1,123.2,0.5,1.6,0.1,2.3,0.2,0.1,106.2,106.5,103.87,105.08,106.53,105.33,109.47,106.86,107.52,107.04,106,108.16,116.99,101.93,103.98,105.5,102.23,107,106.15,103.79,92,92,97,94,92,81,76,84,86,82,97,97,100,99,99,96,93,98,98,98,115,115,124,121,111,99,95,106,103,97,108,-2.31,-0.08,1.81,14.59,1.2,2995.68,3011.88,2985.34,579646,11101213,2208638226,3888.85,383.47,2063.27,1711.92,1531.96,0,0,0,1
2021-11-17,44200,2962.42,1.121065375,1.346666667,508000,252,77.4,421000,731,62,53,127.4,-0.1,-4.4,0.3,-1.9,-4.3,-1.3,-2.3,0.1,100.5,-0.4,4.3,-0.7,118.5,0.3,-0.2,0.9,0.5,0.1,-0.2,0.4,0.2,100.3,0.1,123.2,0.5,1.6,0.1,2.3,0.2,0.1,106.2,106.5,103.87,105.08,106.53,105.33,109.47,106.86,107.52,107.04,106,108.16,116.99,101.93,103.98,105.5,102.23,107,106.15,103.79,92,92,97,94,92,81,76,84,86,82,97,97,100,99,99,96,93,98,98,98,115,115,124,121,111,99,95,106,103,97,108,-34.79,-1.16,1.83,14.42,1.19,3004.02,3004.67,2957.7,541490,10661680,2183852304,3840.73,377.28,2008.66,1704.62,1526.24,0,0,0,1
2021-11-18,44800,2947.38,1.121065375,1.346666667,508000,252,77.4,421000,731,62,53,127.4,-0.1,-4.4,0.3,-1.9,-4.3,-1.3,-2.3,0.1,100.5,-0.4,4.3,-0.7,118.5,0.3,-0.2,0.9,0.5,0.1,-0.2,0.4,0.2,100.3,0.1,123.2,0.5,1.6,0.1,2.3,0.2,0.1,106.2,106.5,103.87,105.08,106.53,105.33,109.47,106.86,107.52,107.04,106,108.16,116.99,101.93,103.98,105.5,102.23,107,106.15,103.79,92,92,97,94,92,81,76,84,86,82,97,97,100,99,99,96,93,98,98,98,115,115,124,121,111,99,95,106,103,97,108,-15.04,-0.51,1.84,14.34,1.18,2959.26,2964.48,2937.53,541653,10119317,2173103105,3797.14,373.27,1985.8,1699.1,1521.82,0,0,1,0
2021-11-19,44700,2971.02,1.121065375,1.346666667,508000,252,77.4,421000,731,62,53,127.4,-0.1,-4.4,0.3,-1.9,-4.3,-1.3,-2.3,0.1,100.5,-0.4,4.3,-0.7,118.5,0.3,-0.2,0.9,0.5,0.1,-0.2,0.4,0.2,100.3,0.1,123.2,0.5,1.6,0.1,2.3,0.2,0.1,106.2,106.5,103.87,105.08,106.53,105.33,109.47,106.86,107.52,107.04,106,108.16,116.99,101.93,103.98,105.5,102.23,107,106.15,103.79,92,92,97,94,92,81,76,84,86,82,97,97,100,99,99,96,93,98,98,98,115,115,124,121,111,99,95,106,103,97,108,23.64,0.8,1.82,14.46,1.19,2951.06,2974.64,2948.07,657094,11002169,2192237375,3811.7,376.75,1994.43,1695.39,1518.74,0,0,0,1
2021-11-22,44700,3013.25,1.121065375,1.346666667,508000,252,77.4,421000,731,62,53,127.4,-0.1,-4.4,0.3,-1.9,-4.3,-1.3,-2.3,0.1,100.5,-0.4,4.3,-0.7,118.5,0.3,-0.2,0.9,0.5,0.1,-0.2,0.4,0.2,100.3,0.1,123.2,0.5,1.6,0.1,2.3,0.2,0.1,106.2,106.5,103.87,105.08,106.53,105.33,109.47,106.86,107.52,107.04,106,108.16,116.99,101.93,103.98,105.5,102.23,107,106.15,103.79,92,92,97,94,92,81,76,84,86,82,97,97,100,99,99,96,93,98,98,98,115,115,124,121,111,99,95,106,103,97,108,42.23,1.42,1.8,14.67,1.21,2983.38,3018.01,2980.73,530959,12945533,2225325425,3812.37,380.07,1996.11,1688.88,1513.22,0,0,1,0
2021-11-23,45800,2997.33,1.121065375,1.346666667,508000,252,77.4,421000,731,62,53,127.4,-0.1,-4.4,0.3,-1.9,-4.3,-1.3,-2.3,0.1,100.5,-0.4,4.3,-0.7,118.5,0.3,-0.2,0.9,0.5,0.1,-0.2,0.4,0.2,100.3,0.1,123.2,0.5,1.6,0.1,2.3,0.2,0.1,106.2,106.5,103.87,105.08,106.53,105.33,109.47,106.86,107.52,107.04,106,108.16,116.99,101.93,103.98,105.5,102.23,107,106.15,103.79,92,92,97,94,92,81,76,84,86,82,97,97,100,99,99,96,93,98,98,98,115,115,124,121,111,99,95,106,103,97,108,-15.92,-0.53,1.81,14.59,1.2,3013.16,3016.36,2992.14,524233,10830504,2213806548,3833.36,383.21,1966.9,1687.02,1511.62,0,0,1,0
2021-11-24,47000,2994.29,1.121065375,1.346666667,508000,252,77.4,421000,731,62,53,127.4,-0.1,-4.4,0.3,-1.9,-4.3,-1.3,-2.3,0.1,100.5,-0.4,4.3,-0.7,118.5,0.3,-0.2,0.9,0.5,0.1,-0.2,0.4,0.2,100.3,0.1,123.2,0.5,1.6,0.1,2.3,0.2,0.1,106.2,106.5,103.87,105.08,106.53,105.33,109.47,106.86,107.52,107.04,106,108.16,116.99,101.93,103.98,105.5,102.23,107,106.15,103.79,92,92,97,94,92,81,76,84,86,82,97,97,100,99,99,96,93,98,98,98,115,115,124,121,111,99,95,106,103,97,108,-3.04,-0.1,1.81,14.57,1.2,3006.34,3017.9,2981.02,556640,10963459,2210804289,3850.06,380.91,1954.79,1685.6,1510.35,0,0,0,1
2021-11-25,47200,2980.27,1.121065375,1.346666667,508000,252,77.4,421000,731,62,53,127.4,-0.1,-4.4,0.3,-1.9,-4.3,-1.3,-2.3,0.1,100.5,-0.4,4.3,-0.7,118.5,0.3,-0.2,0.9,0.5,0.1,-0.2,0.4,0.2,100.3,0.1,123.2,0.5,1.6,0.1,2.3,0.2,0.1,106.2,106.5,103.87,105.08,106.53,105.33,109.47,106.86,107.52,107.04,106,108.16,116.99,101.93,103.98,105.5,102.23,107,106.15,103.79,92,92,97,94,92,81,76,84,86,82,97,97,100,99,99,96,93,98,98,98,115,115,124,121,111,99,95,106,103,97,108,-14.02,-0.47,1.82,14.51,1.19,2996.74,2996.74,2973.24,595970,9401091,2199950623,3819.21,375.87,1932.98,1684.46,1509.16,0,0,0,1
2021-11-26,47500,2936.44,1.121065375,1.346666667,508000,252,77.4,421000,731,62,53,127.4,-0.1,-4.4,0.3,-1.9,-4.3,-1.3,-2.3,0.1,100.5,-0.4,4.3,-0.7,118.5,0.3,-0.2,0.9,0.5,0.1,-0.2,0.4,0.2,100.3,0.1,123.2,0.5,1.6,0.1,2.3,0.2,0.1,106.2,106.5,103.87,105.08,106.53,105.33,109.47,106.86,107.52,107.04,106,108.16,116.99,101.93,103.98,105.5,102.23,107,106.15,103.79,92,92,97,94,92,81,76,84,86,82,97,97,100,99,99,96,93,98,98,98,115,115,124,121,111,99,95,106,103,97,108,-43.83,-1.47,1.84,14.29,1.17,2973.04,2985.77,2930.31,595598,11901298,2167444597,3759.12,367.31,1880.56,1683.16,1508.23,,,,
2021-11-29,48000,2909.32,1.121065375,1.346666667,508000,252,77.4,421000,731,62,53,127.4,-0.1,-4.4,0.3,-1.9,-4.3,-1.3,-2.3,0.1,100.5,-0.4,4.3,-0.7,118.5,0.3,-0.2,0.9,0.5,0.1,-0.2,0.4,0.2,100.3,0.1,123.2,0.5,1.6,0.1,2.3,0.2,0.1,106.2,106.5,103.87,105.08,106.53,105.33,109.47,106.86,107.52,107.04,106,108.16,116.99,101.93,103.98,105.5,102.23,107,106.15,103.79,92,92,97,94,92,81,76,84,86,82,97,97,100,99,99,96,93,98,98,98,115,115,124,121,111,99,95,106,103,97,108,-27.12,-0.92,1.86,14.17,1.16,2906.15,2930.22,2890.78,844400,13092783,2148359053,3707.44,357.12,1865.27,1679.52,1504.95,0,0,0,1
2021-11-30,48400,2839.01,1.121065375,1.346666667,508000,252,77.4,421000,731,62,53,127.4,-0.1,-4.4,0.3,-1.9,-4.3,-1.3,-2.3,0.1,100.5,-0.4,4.3,-0.7,118.5,0.3,-0.2,0.9,0.5,0.1,-0.2,0.4,0.2,100.3,0.1,123.2,0.5,1.6,0.1,2.3,0.2,0.1,106.2,106.5,103.87,105.08,106.53,105.33,109.47,106.86,107.52,107.04,106,108.16,116.99,101.93,103.98,105.5,102.23,107,106.15,103.79,92,92,97,94,92,81,76,84,86,82,97,97,100,99,99,96,93,98,98,98,115,115,124,121,111,99,95,106,103,97,108,-70.31,-2.42,1.92,13.77,1.13,2932.71,2942.93,2822.73,983556,19852271,2095821072,3551.91,348.09,1811.52,1678.25,1503.76,0,0,0,1
2021-12-01,47900,2899.72,1.121065375,1.346666667,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104,60.71,2.14,1.87,14.07,1.16,2860.12,2905.74,2837.03,563927,12534485,2143338152,3596.23,354.84,1875.83,1675.88,1501.52,0,0,0,1
2021-12-02,47500,2945.27,1.121065375,1.346666667,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104,45.55,1.57,1.85,14.29,1.17,2874.64,2945.27,2874.64,534462,11918441,2176914270,3675.74,365.12,1943.9,1673.98,1499.73,0,0,0,1
2021-12-03,48100,2968.33,1.121065375,1.346666667,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104,23.06,0.78,1.83,14.4,1.18,2935.93,2975.44,2927.55,486749,10344373,2192835466,3713.78,368.43,1977.41,1672.11,1497.83,0,1,0,1
2021-12-06,45700,2973.25,1.121065375,1.346666667,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104,4.92,0.17,1.83,14.43,1.19,2954.82,2983.5,2932.49,479908,9657402,2197379064,3717.59,370.03,2001.05,1667.87,1493.43,0,0,1,0
2021-12-07,45700,2991.72,1.121065375,1.346666667,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104,18.47,0.62,1.82,14.52,1.19,2973.84,2992.31,2960.9,541370,10215647,2211216991,3780.37,373.95,2032.91,1664.87,1489.98,0,1,0,1
2021-12-08,47900,3001.8,1.121065375,1.346666667,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104,10.08,0.34,1.81,14.57,1.2,3017.93,3036.13,2995.34,488246,11115221,2218153437,3741.42,374.4,2025.1,1662.05,1486.87,0,0,0,1
2021-12-09,47500,3029.57,1.121065375,1.346666667,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104,27.77,0.93,1.79,14.71,1.21,3007,3029.57,3001.55,513446,12614031,2238777012,3771.11,379.31,2051.67,1659.45,1483.64,0,0,0,1
2021-12-10,47000,3010.23,1.121065375,1.346666667,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104,-19.34,-0.64,1.8,14.62,1.2,3008.7,3017.64,2998.29,451599,8434891,2225643250,3767.91,382.74,2036.92,1656.65,1480.84,0,0,0,1
2021-12-13,46000,3001.66,1.121065375,1.346666667,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104,-8.57,-0.28,1.81,12.82,1.15,3019.67,3043.83,3000.51,375828,8629449,2219441357,3801.04,378.5,2054.39,1651.59,1475.23,0,0,0,1
2021-12-14,48300,2987.95,1.121065375,1.346666667,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104,-13.71,-0.46,1.82,12.76,1.15,2983.95,3001.7,2976.16,581570,9856790,2209778034,3868.55,377.22,2042.6,1649.23,1472.46,0,0,0,1
2021-12-15,46100,2989.39,1.121065375,1.346666667,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104,1.44,0.05,1.82,12.77,1.15,2979.83,2992.3,2973,432874,8253059,2210896375,3865.5,376.82,2004.75,1646.71,1469.52,0,0,0,1
2021-12-16,46800,3006.41,1.121065375,1.346666667,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104,17.02,0.57,1.81,12.84,1.15,3013.26,3018.2,2989.63,402825,8524314,2223256396,3857.85,377.47,2040.34,1643.44,1466.11,,,,
2021-12-17,47000,3017.73,1.121065375,1.346666667,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104,11.32,0.38,1.8,12.89,1.16,2985.2,3017.73,2984.19,451824,11650003,2231055479,3901.57,380.24,2080.05,1641.08,1463.39,1,0,0,1
2021-12-20,47000,2963,1.121065375,1.346666667,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104,-54.73,-1.81,1.83,12.65,1.14,3001.33,3001.33,2962.07,377585,8621306,2191456184,3872.54,372.07,2024.94,1636.81,1458.47,0,1,0,1
2021-12-21,47000,2975.03,1.121065375,1.346666667,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104,12.03,0.41,1.82,12.7,1.14,2981.67,2984.56,2955.9,410980,9108501,2200896110,3875.14,373.7,2039.02,1634.46,1455.64,0,0,0,1
2021-12-22,46600,2984.48,1.121065375,1.346666667,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104,9.45,0.32,1.82,12.74,1.14,2993.5,3000.79,2976.65,461755,8835650,2208300471,3842.48,375.13,2039.9,1632.31,1453.08,0,0,0,1
2021-12-23,40600,2998.17,1.121065375,1.346666667,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104,13.69,0.46,1.81,12.8,1.15,2998.02,3000.7,2980.91,483839,9319627,2218653457,3845.79,376.51,2036.77,1630.71,1451.15,0,1,0,1
